流水序,教育部字號,Unicode,常用字,
4285,A04285,9264,鉤,钩
4286,A04286,9251,鉑,铂
4287,A04287,9234,鈴,铃
4288,A04288,9278,鉸,铰
4289,A04289,92ac,銬,铐
4290,A04290,9280,銀,银
4291,A04291,9285,銅,铜
4292,A04292,9298,銘,铭
4293,A04293,9296,銖,铢
4294,A04294,927b,鉻,铬
4295,A04295,9293,銓,铨
4296,A04296,929c,銜,衔
4297,A04297,92c5,鋅,锌
4298,A04298,92bb,銻,锑
4299,A04299,92b7,銷,销
4300,A04300,92ea,鋪,铺
4301,A04301,92e4,鋤,锄
4302,A04302,92c1,鋁,铝
4303,A04303,92b3,銳,锐
4304,A04304,92bc,銼,锉
4305,A04305,92d2,鋒,锋
4306,A04306,9320,錠,锭
4307,A04307,9336,錶,表
4308,A04308,92f8,鋸,锯
4309,A04309,9333,錳,锰
4310,A04310,932f,錯,错
4311,A04311,9322,錢,钱
4312,A04312,92fc,鋼,钢
4313,A04313,932b,錫,锡
4314,A04314,9304,錄,录
4315,A04315,931a,錚,铮
4316,A04316,9310,錐,锥
4317,A04317,9326,錦,锦
4318,A04318,934d,鍍,镀
4319,A04319,9382,鎂,镁
4320,A04320,9328,錨,锚
4321,A04321,9375,鍵,键
4322,A04322,934a,鍊,链
4323,A04323,9365,鍥,锲
4324,A04324,934b,鍋,锅
4325,A04325,9318,錘,锤
4326,A04326,937e,鍾,钟
4327,A04327,936c,鍬,锹
4328,A04328,935b,鍛,锻
4329,A04329,9370,鍰,锾
4330,A04330,9394,鎔,镕
4331,A04331,938a,鎊,镑
4332,A04332,9396,鎖,锁
4333,A04333,93a2,鎢,钨
4334,A04334,93b3,鎳,镍
4335,A04335,93ae,鎮,镇
4336,A04336,93e1,鏡,镜
4337,A04337,93d1,鏑,镝
4338,A04338,93df,鏟,铲
4339,A04339,93c3,鏃,镞
4340,A04340,93c8,鏈,链
4341,A04341,93dc,鏜,镗
4342,A04342,93dd,鏝,镘
4343,A04343,93d6,鏖,鏖
4344,A04344,93e2,鏢,镖
4345,A04345,93cd,鏍,镙
4346,A04346,93d8,鏘,锵
4347,A04347,93e4,鏤,镂
4348,A04348,93d7,鏗,铿
4349,A04349,9418,鐘,钟
4350,A04350,9403,鐃,铙
4351,A04351,93fd,鏽,锈
4352,A04352,942e,鐮,镰
4353,A04353,9433,鐳,镭
4354,A04354,9435,鐵,铁
4355,A04355,943a,鐺,铛
4356,A04356,9438,鐸,铎
4357,A04357,9432,鐲,镯
4358,A04358,9444,鑄,铸
4359,A04359,9451,鑑,鉴
4360,A04360,9452,鑒,鉴
4361,A04361,9463,鑣,镳
4362,A04362,9460,鑠,铄
4363,A04363,9472,鑲,镶
4364,A04364,9470,鑰,钥
4365,A04365,947d,鑽,钻
4366,A04366,947e,鑾,銮
4367,A04367,947c,鑼,锣
4368,A04368,947f,鑿,凿
4369,A04369,9577,長,长
4370,A04370,9580,門,门
4371,A04371,9582,閂,闩
4372,A04372,9583,閃,闪
4373,A04373,9589,閉,闭
4374,A04374,9594,閔,闵
4375,A04375,958f,閏,闰
4376,A04376,958b,開,开
4377,A04377,9591,閑,闲
4378,A04378,9593,間,间
4379,A04379,9592,閒,闲
4380,A04380,9598,閘,闸
4381,A04381,95a1,閡,阂
4382,A04382,95a8,閨,闺
4383,A04383,95a9,閩,闽
4384,A04384,95a3,閣,阁
4385,A04385,95a5,閥,阀
4386,A04386,95a4,閤,合
4387,A04387,95ad,閭,闾
4388,A04388,95b1,閱,阅
4389,A04389,95bb,閻,阎
4390,A04390,95ca,闊,阔
4391,A04391,95cb,闋,阕
4392,A04392,95cc,闌,阑
4393,A04393,95c8,闈,闱
4394,A04394,95c6,闆,板
4395,A04395,95d4,闔,阖
4396,A04396,95d6,闖,闯
4397,A04397,95d0,闐,阗
4398,A04398,95dc,關,关
4399,A04399,95e1,闡,阐
4400,A04400,95e2,闢,辟
4401,A04401,961c,阜,阜
4402,A04402,9621,阡,阡
4403,A04403,9632,防,防
4404,A04404,962e,阮,阮
4405,A04405,9631,阱,阱
4406,A04406,962a,阪,阪
4407,A04407,9640,陀,陀
4408,A04408,963f,阿,阿
4409,A04409,963b,阻,阻
4410,A04410,9644,附,附
4411,A04411,9650,限,限
4412,A04412,964b,陋,陋
4413,A04413,964c,陌,陌
4414,A04414,964d,降,降
4415,A04415,9662,院,院
4416,A04416,9663,陣,阵
4417,A04417,9661,陡,陡
4418,A04418,965b,陛,陛
4419,A04419,965d,陝,陕
4420,A04420,9664,除,除
4421,A04421,966a,陪,陪
4422,A04422,9675,陵,陵
4423,A04423,9673,陳,陈
4424,A04424,9678,陸,陆
4425,A04425,9670,陰,阴
4426,A04426,9674,陴,陴
4427,A04427,9676,陶,陶
4428,A04428,9677,陷,陷
4429,A04429,968a,隊,队
4430,A04430,968e,階,阶
4431,A04431,968b,隋,隋
4432,A04432,967d,陽,阳
4433,A04433,9685,隅,隅
4434,A04434,9686,隆,隆
4435,A04435,968d,隍,隍
4436,A04436,9672,陲,陲
4437,A04437,9698,隘,隘
4438,A04438,9694,隔,隔
4439,A04439,9695,隕,陨
4440,A04440,9699,隙,隙
4441,A04441,969c,障,障
4442,A04442,969b,際,际
4443,A04443,96a7,隧,隧
4444,A04444,96a8,隨,随
4445,A04445,96aa,險,险
4446,A04446,96b1,隱,隐
4447,A04447,96b4,隴,陇
4448,A04448,96b8,隸,隶
4449,A04449,96bb,隻,只
4450,A04450,96c0,雀,雀
4451,A04451,96c1,雁,雁
4452,A04452,96c5,雅,雅
4453,A04453,96c4,雄,雄
4454,A04454,96cb,雋,隽
4455,A04455,96c6,集,集
4456,A04456,96c7,雇,雇
4457,A04457,96cd,雍,雍
4458,A04458,96c9,雉,雉
4459,A04459,96cc,雌,雌
4460,A04460,96d5,雕,雕
4461,A04461,96d6,雖,虽
4462,A04462,96dc,雜,杂
4463,A04463,96d9,雙,双
4464,A04464,96db,雛,雏
4465,A04465,96de,雞,鸡
4466,A04466,96e2,離,离
4467,A04467,96e3,難,难
4468,A04468,96e8,雨,雨
4469,A04469,96ea,雪,雪
4470,A04470,96ef,雯,雯
4471,A04471,96f2,雲,云
4472,A04472,96f7,雷,雷
4473,A04473,96fb,電,电
4474,A04474,96f9,雹,雹
4475,A04475,96f6,零,零
4476,A04476,9700,需,需
4477,A04477,9704,霄,霄
4478,A04478,9706,霆,霆
4479,A04479,9707,震,震
4480,A04480,9709,霉,霉
4481,A04481,970e,霎,霎
4482,A04482,9711,霑,沾
4483,A04483,9716,霖,霖
4484,A04484,970d,霍,霍
4485,A04485,9713,霓,霓
4486,A04486,970f,霏,霏
4487,A04487,971c,霜,霜
4488,A04488,971e,霞,霞
4489,A04489,972a,霪,霪
4490,A04490,9727,霧,雾
4491,A04491,9738,霸,霸
4492,A04492,9739,霹,霹
4493,A04493,9732,露,露
4494,A04494,973d,霽,霁
4495,A04495,973e,霾,霾
4496,A04496,9742,靂,雳
4497,A04497,9748,靈,灵
4498,A04498,9744,靄,霭
4499,A04499,9752,青,青
4500,A04500,9756,靖,靖
4501,A04501,975b,靛,靛
4502,A04502,975c,靜,静
4503,A04503,975e,非,非
4504,A04504,9760,靠,靠
4505,A04505,9761,靡,靡
4506,A04506,9762,面,面
4507,A04507,9766,靦,腼
4508,A04508,9768,靨,靥
4509,A04509,9769,革,革
4510,A04510,9774,靴,靴
4511,A04511,9776,靶,靶
4512,A04512,977c,靼,靼
4513,A04513,9785,鞅,鞅
4514,A04514,978d,鞍,鞍
4515,A04515,978b,鞋,鞋
4516,A04516,978f,鞏,巩
4517,A04517,9798,鞘,鞘
4518,A04518,97a0,鞠,鞠
4519,A04519,97a3,鞣,鞣
4520,A04520,97a6,鞦,秋
4521,A04521,97ad,鞭,鞭
4522,A04522,97c3,韃,鞑
4523,A04523,97c1,韁,缰
4524,A04524,97c6,韆,千
4525,A04525,97cb,韋,韦
4526,A04526,97cc,韌,韧
4527,A04527,97d3,韓,韩
4528,A04528,97dc,韜,韬
4529,A04529,97ed,韭,韭
4530,A04530,97f3,音,音
4531,A04531,7ae0,章,章
4532,A04532,7adf,竟,竟
4533,A04533,97f6,韶,韶
4534,A04534,97fb,韻,韵
4535,A04535,97ff,響,响
4536,A04536,9801,頁,页
4537,A04537,9802,頂,顶
4538,A04538,9803,頃,顷
4539,A04539,9805,項,项
4540,A04540,9806,順,顺
4541,A04541,9808,須,须
4542,A04542,9810,預,预
4543,A04543,9811,頑,顽
4544,A04544,9813,頓,顿
4545,A04545,980a,頊,顼
4546,A04546,9812,頒,颁
4547,A04547,980c,頌,颂
4548,A04548,9817,頗,颇
4549,A04549,9818,領,领
4550,A04550,9821,頡,颉
4551,A04551,9830,頰,颊
4552,A04552,9838,頸,颈
4553,A04553,983b,頻,频
4554,A04554,9837,頷,颔
4555,A04555,982d,頭,头
4556,A04556,9839,頹,颓
4557,A04557,9824,頤,颐
4558,A04558,9846,顆,颗
4559,A04559,984d,額,额
4560,A04560,984f,顏,颜
4561,A04561,984c,題,题
4562,A04562,984e,顎,颚
4563,A04563,9853,顓,颛
4564,A04564,985e,類,类
4565,A04565,9858,願,愿
4566,A04566,985b,顛,颠
4567,A04567,9867,顧,顾
4568,A04568,986b,顫,颤
4569,A04569,986f,顯,显
4570,A04570,9870,顰,颦
4571,A04571,9871,顱,颅
4572,A04572,98a8,風,风
4573,A04573,98af,颯,飒
4574,A04574,98b1,颱,台
4575,A04575,98b3,颳,刮
4576,A04576,98b6,颶,飓
4577,A04577,98ba,颺,扬
4578,A04578,98bc,颼,飕
4579,A04579,98c4,飄,飘
4580,A04580,98db,飛,飞
4581,A04581,98df,食,食
4582,A04582,98e2,飢,饥
4583,A04583,98e7,飧,飧
4584,A04584,98ea,飪,饪
4585,A04585,98ef,飯,饭
4586,A04586,98e9,飩,饨
4587,A04587,98f2,飲,饮
4588,A04588,98ed,飭,饬
4589,A04589,98fc,飼,饲
4590,A04590,98f4,飴,饴
4591,A04591,98fd,飽,饱
4592,A04592,98fe,飾,饰
4593,A04593,9903,餃,饺
4594,A04594,9905,餅,饼
4595,A04595,990c,餌,饵
4596,A04596,9909,餉,饷
4597,A04597,990a,養,养
4598,A04598,9913,餓,饿
4599,A04599,9912,餒,馁
4600,A04600,9918,餘,余
4601,A04601,9910,餐,餐
4602,A04602,9928,館,馆
4603,A04603,991e,餞,饯
4604,A04604,991b,餛,馄
4605,A04605,9921,餡,馅
4606,A04606,9935,餵,喂
4607,A04607,993e,餾,馏
4608,A04608,993f,餿,馊
4609,A04609,993d,餽,馈
4610,A04610,9945,饅,馒
4611,A04611,9952,饒,饶
4612,A04612,9951,饑,饥
4613,A04613,995c,饜,餍
4614,A04614,995e,饞,馋
4615,A04615,9996,首,首
4616,A04616,9999,香,香
4617,A04617,99a5,馥,馥
4618,A04618,99a8,馨,馨
4619,A04619,99ac,馬,马
4620,A04620,99ae,馮,冯
4621,A04621,99ad,馭,驭
4622,A04622,99b3,馳,驰
4623,A04623,99b1,馱,驮
4624,A04624,99b4,馴,驯
4625,A04625,99c1,駁,驳
4626,A04626,99dd,駝,驼
4627,A04627,99d0,駐,驻
4628,A04628,99df,駟,驷
4629,A04629,99db,駛,驶
4630,A04630,99d1,駑,驽
4631,A04631,99d5,駕,驾
4632,A04632,99d2,駒,驹
4633,A04633,99d9,駙,驸
4634,A04634,99ed,駭,骇
4635,A04635,99e2,駢,骈
4636,A04636,99f1,駱,骆
4637,A04637,9a01,騁,骋
4638,A04638,99ff,駿,骏
4639,A04639,9a0e,騎,骑
4640,A04640,9a16,騖,骛
4641,A04641,9a19,騙,骗
4642,A04642,9a2b,騫,骞
4643,A04643,9a30,騰,腾
4644,A04644,9a37,騷,骚
4645,A04645,9a45,驅,驱
4646,A04646,9a43,驃,骠
4647,A04647,9a40,驀,蓦
4648,A04648,9a3e,騾,骡
4649,A04649,9a55,驕,骄
4650,A04650,9a5a,驚,惊
4651,A04651,9a5b,驛,驿
4652,A04652,9a57,驗,验
4653,A04653,9a5f,驟,骤
4654,A04654,9a62,驢,驴
4655,A04655,9a65,驥,骥
4656,A04656,9a6a,驪,骊
4657,A04657,9aa8,骨,骨
4658,A04658,9aaf,骯,肮
4659,A04659,9ab0,骰,骰
4660,A04660,9ab7,骷,骷
4661,A04661,9ab8,骸,骸
4662,A04662,9abc,骼,骼
4663,A04663,9acf,髏,髅
4664,A04664,9ad2,髒,脏
4665,A04665,9ad3,髓,髓
4666,A04666,9ad4,體,体
4667,A04667,9ad8,高,高
4668,A04668,9ae6,髦,髦
4669,A04669,9aee,髮,发
4670,A04670,9aef,髯,髯
4671,A04671,9afb,髻,髻
4672,A04672,9aed,髭,髭
4673,A04673,9b03,鬃,鬃
4674,A04674,9b06,鬆,松
4675,A04675,9b0d,鬍,胡
4676,A04676,9b1a,鬚,须
4677,A04677,9b22,鬢,鬓
4678,A04678,9b25,鬥,斗
4679,A04679,9b27,鬧,闹
4680,A04680,9b28,鬨,哄
4681,A04681,9b31,鬱,郁
4682,A04682,9b32,鬲,鬲
4683,A04683,9b3c,鬼,鬼
4684,A04684,9b41,魁,魁
4685,A04685,9b42,魂,魂
4686,A04686,9b45,魅,魅
4687,A04687,9b44,魄,魄
4688,A04688,9b4f,魏,魏
4689,A04689,9b54,魔,魔
4690,A04690,9b58,魘,魇
4691,A04691,9b5a,魚,鱼
4692,A04692,9b77,魷,鱿
4693,A04693,9b6f,魯,鲁
4694,A04694,9b91,鮑,鲍
4695,A04695,9bae,鮮,鲜
4696,A04696,9bab,鮫,鲛
4697,A04697,9baa,鮪,鲔
4698,A04698,9bca,鯊,鲨
4699,A04699,9bc9,鯉,鲤
4700,A04700,9bfd,鯽,鲫
4701,A04701,9be8,鯨,鲸
4702,A04702,9be7,鯧,鲳
4703,A04703,9c13,鰓,鳃
4704,A04704,9c0d,鰍,鳅
4705,A04705,9c2d,鰭,鳍
4706,A04706,9c25,鰥,鳏
4707,A04707,9c49,鱉,鳖
4708,A04708,9c31,鰱,鲢
4709,A04709,9c3e,鰾,鳔
4710,A04710,9c3b,鰻,鳗
4711,A04711,9c54,鱔,鳝
4712,A04712,9c57,鱗,鳞
4713,A04713,9c56,鱖,鳜
4714,A04714,9c77,鱷,鳄
4715,A04715,9c78,鱸,鲈
4716,A04716,9ce5,鳥,鸟
4717,A04717,9ce9,鳩,鸠
4718,A04718,9cf4,鳴,鸣
4719,A04719,9cf6,鳶,鸢
4720,A04720,9cf3,鳳,凤
4721,A04721,9d06,鴆,鸩
4722,A04722,9d09,鴉,鸦
4723,A04723,9d15,鴕,鸵
4724,A04724,9d23,鴣,鸪
4725,A04725,9d26,鴦,鸯
4726,A04726,9d28,鴨,鸭
4727,A04727,9d12,鴒,鸰
4728,A04728,9d1b,鴛,鸳
4729,A04729,9d3b,鴻,鸿
4730,A04730,9d3f,鴿,鸽
4731,A04731,9d51,鵑,鹃
4732,A04732,9d5d,鵝,鹅
4733,A04733,9d60,鵠,鹄
4734,A04734,9d89,鶉,鹑
4735,A04735,9d61,鵡,鹉
4736,A04736,9d72,鵲,鹊
4737,A04737,9d6a,鵪,鹌
4738,A04738,9d6c,鵬,鹏
4739,A04739,9daf,鶯,莺
4740,A04740,9db4,鶴,鹤
4741,A04741,9dc2,鷂,鹞
4742,A04742,9dd3,鷓,鹧
4743,A04743,9dd7,鷗,鸥
4744,A04744,9de5,鷥,鸶
4745,A04745,9df9,鷹,鹰
4746,A04746,9dfa,鷺,鹭
4747,A04747,9e1a,鸚,鹦
4748,A04748,9e1e,鸞,鸾
4749,A04749,9e79,鹹,咸
4750,A04750,9e7c,鹼,碱
4751,A04751,9e7d,鹽,盐
4752,A04752,9e7f,鹿,鹿
4753,A04753,9e82,麂,麂
4754,A04754,9e8b,麋,麋
4755,A04755,9e92,麒,麒
4756,A04756,9e97,麗,丽
4757,A04757,9e93,麓,麓
4758,A04758,9e9d,麝,麝
4759,A04759,9e9f,麟,麟
4760,A04760,9ea5,麥,麦
4761,A04761,9ea9,麩,麸
4762,A04762,9eb4,麴,麴
4763,A04763,9eb5,麵,面
4764,A04764,9ebb,麻,麻
4765,A04765,9ebc,麼,么
4766,A04766,9ebe,麾,麾
4767,A04767,9ec3,黃,黄
4768,A04768,9ecd,黍,黍
4769,A04769,9ece,黎,黎
4770,A04770,9ecf,黏,黏
4771,A04771,9ed1,黑,黑
4772,A04772,58a8,墨,墨
4773,A04773,9ed8,默,默
4774,A04774,9ed4,黔,黔
4775,A04775,9ede,點,点
4776,A04776,9edc,黜,黜
4777,A04777,9edd,黝,黝
4778,A04778,9edb,黛,黛
4779,A04779,9ee0,黠,黠
4780,A04780,9ee8,黨,党
4781,A04781,9eef,黯,黯
4782,A04782,9ef4,黴,霉
4783,A04783,9ef7,黷,黩
4784,A04784,9f07,鼇,鳌
4785,A04785,9f0e,鼎,鼎
4786,A04786,9f13,鼓,鼓
4787,A04787,9f15,鼕,冬
4788,A04788,9f19,鼙,鼙
4789,A04789,9f20,鼠,鼠
4790,A04790,9f2c,鼬,鼬
4791,A04791,9f34,鼴,鼹
4792,A04792,9f3b,鼻,鼻
4793,A04793,9f3e,鼾,鼾
4794,A04794,9f4a,齊,齐
4795,A04795,9f4b,齋,斋
4796,A04796,9f52,齒,齿
4797,A04797,9f5f,齟,龃
4798,A04798,9f63,齣,出
4799,A04799,9f61,齡,龄
4800,A04800,9f5c,齜,龇
4801,A04801,9f66,齦,龈
4802,A04802,9f6c,齬,龉
4803,A04803,9f6a,齪,龊
4804,A04804,9f77,齷,龌
4805,A04805,9f72,齲,龋
4806,A04806,9f8d,龍,龙
4807,A04807,9f94,龔,龚
4808,A04808,9f9c,龜,龟
